"Species";"Table";"Phylum";"Note"
"Retusa obtusa";"Bottom Fauna";"Mollusca";
"Retusa sp.";"Bottom Fauna";"Mollusca";
"Retusa truncatula";"Bottom Fauna";"Mollusca";
"Retusa umbilicata";"Bottom Fauna";"Mollusca";
"Rissoa membranacea";"Bottom Fauna";"Mollusca";
"Rissoa parva";"Bottom Fauna";"Mollusca";
"Rissoa sp.";"Bottom Fauna";"Mollusca";
"Rissoa violacea";"Bottom Fauna";"Mollusca";
"RISSOIDAE";"Bottom Fauna";"Mollusca";
"Rissoidae indet.";"Bottom Fauna";"Mollusca";
"Roxania utriculus";"Bottom Fauna";"Mollusca";
"Saccoglossa indet.";"Bottom Fauna";"Mollusca";
"Saxicavella jeffreysi";"Bottom Fauna";"Mollusca";
"Scaphander punctostriatus";"Bottom Fauna";"Mollusca";
"Scaphopoda indet.";"Bottom Fauna";"Mollusca";
"Scrobicularia plana";"Bottom Fauna";"Mollusca";
"SEMELIDAE";"Bottom Fauna";"Mollusca";
"Semierycina nitida";"Bottom Fauna";"Mollusca";
"Skeneopsis planorbis";"Bottom Fauna";"Mollusca";
"Spisula elliptica";"Bottom Fauna";"Mollusca";
"Spisula solida";"Bottom Fauna";"Mollusca";
"Spisula sp.";"Bottom Fauna";"Mollusca";
"Spisula subtruncata";"Bottom Fauna";"Mollusca";
"Tectura sp.";"Bottom Fauna";"Mollusca";
"Tectura testudinalis";"Bottom Fauna";"Mollusca";
"Tectura virginea";"Bottom Fauna";"Mollusca";
"Tellimya ferruginosa";"Bottom Fauna";"Mollusca";
"TELLINIDAE";"Bottom Fauna";"Mollusca";
"Theodoxus fluviatilis";"Bottom Fauna";"Mollusca";
"THRACIA";"Bottom Fauna";"Mollusca";
"Thracia convexa";"Bottom Fauna";"Mollusca";
"Thracia phaseolina";"Bottom Fauna";"Mollusca";
"Thyasira ferruginea";"Bottom Fauna";"Mollusca";
"Thyasira flexuosa";"Bottom Fauna";"Mollusca";
"Thyasira sarsi";"Bottom Fauna";"Mollusca";
"Thyasira sp.";"Bottom Fauna";"Mollusca";
"Timoclea ovata";"Bottom Fauna";"Mollusca";
"Tonicella marmorea";"Bottom Fauna";"Mollusca";
"Tonicella rubra";"Bottom Fauna";"Mollusca";
"Tonicella sp.";"Bottom Fauna";"Mollusca";
"Tridonta borealis";"Bottom Fauna";"Mollusca";
"Tridonta elliptica";"Bottom Fauna";"Mollusca";
"Tridonta montagui";"Bottom Fauna";"Mollusca";
"Tridonta sp.";"Bottom Fauna";"Mollusca";
"TRIPHORIDAE";"Bottom Fauna";"Mollusca";
"TURBONILLA";"Bottom Fauna";"Mollusca";
"Turbonilla crenata";"Bottom Fauna";"Mollusca";
"Turridae indet.";"Bottom Fauna";"Mollusca";
"Turrisipho moebii";"Bottom Fauna";"Mollusca";
"Turritella communis";"Bottom Fauna";"Mollusca";
"Typhlomangelia nivalis";"Bottom Fauna";"Mollusca";
"Valvata cristata";"Bottom Fauna";"Mollusca";
"Velutina velutina";"Bottom Fauna";"Mollusca";
"Venerupis senegalensis";"Bottom Fauna";"Mollusca";
"Vitreolina philippi";"Bottom Fauna";"Mollusca";
"Zirfaea crispata";"Bottom Fauna";"Mollusca";
"Nematoda indet.";"Bottom Fauna";"Nematoda";
"NEMATODA, Rundorme";"Bottom Fauna";"Nematoda";
"POLYCHAETA, Havbørsteorme";"Bottom Fauna";"Nematoda";
"Lineus ruber";"Bottom Fauna";"Nemertini";
"Malacobdella grossa";"Bottom Fauna";"Nemertini";
"Nemertini indet.";"Bottom Fauna";"Nemertini";
"NEMERTINI Slimbændler";"Bottom Fauna";"Nemertini";
"Prostomatella obscurum";"Bottom Fauna";"Nemertini";
"Phoronida indet.";"Bottom Fauna";"Phoronida";
"Phoroniidae indet.";"Bottom Fauna";"Phoronida";
"PHORONIS";"Bottom Fauna";"Phoronida";
"Phoronis muelleri";"Bottom Fauna";"Phoronida";
"Phoronis sp.";"Bottom Fauna";"Phoronida";
"Discocellides langi";"Bottom Fauna";"Platyhelminthes";
"Polycladida indet.";"Bottom Fauna";"Platyhelminthes";
"Procerodes littoralis";"Bottom Fauna";"Platyhelminthes";
"TREMATODA";"Bottom Fauna";"Platyhelminthes";
"Tricladida indet.";"Bottom Fauna";"Platyhelminthes";
"Turbellaria indet.";"Bottom Fauna";"Platyhelminthes";
"Calcarea indet.";"Bottom Fauna";"Porifera";
"COELENTERATA";"Bottom Fauna";"Porifera";
"Coelenterata indet.";"Bottom Fauna";"Porifera";
"Halichondria panicea";"Bottom Fauna";"Porifera";
"HYDROZOA, Polypdyr";"Bottom Fauna";"Porifera";
"PORIFERA";"Bottom Fauna";"Porifera";
"Porifera indet.";"Bottom Fauna";"Porifera";
"Suberites ficus";"Bottom Fauna";"Porifera";
"Echiura indet.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"ECHIURIDAE";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Echiurus echiurus";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"GOLFINGIA";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Golfingia margaritacea";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Golfingia sp.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Golfingia vulgaris";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Golfingiidae indet.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Halicryptus spinulosus";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Onchnesoma squamatum";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Onchnesoma steenstrupi";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Phascolion strombi";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Phascolion tuberculosum";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Phascolosoma margaritaceum";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Phascolosoma minuta";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Phascolosoma procera";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Phascolosoma sp.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"PRIAPULIDAE";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Priapulidae indet.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Priapuloidea indet.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Priapulus caudatus";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Sipuncula indet.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Sipunculidae indet.";"Bottom Fauna";"Priapulida/Sipuncula/Echiura";
"Acanthostomella norvegica";"Phytoplankton";;
"Achnanthes sp.";"Phytoplankton";;
"Achnanthes taeniata";"Phytoplankton";;
"Achroonema lentum";"Phytoplankton";;
"Achroonema sp.";"Phytoplankton";;
"Actinastrum hantzschii";"Phytoplankton";;
"Actinocyclus octonarius";"Phytoplankton";;
"Actinocyclus sp.";"Phytoplankton";;
"Actinoptychus senarius";"Phytoplankton";;
"Actinoptychus undulatus";"Phytoplankton";;
"Alexandrium anguste-tabulatum";"Phytoplankton";;
"Alexandrium ostenfeldii";"Phytoplankton";;
"Alexandrium pseudogonyaulax";"Phytoplankton";;
"Alexandrium sp.";"Phytoplankton";;
"Alexandrium tamarense";"Phytoplankton";;
"Amphidinium crassum";"Phytoplankton";;
"Amphidinium longum";"Phytoplankton";;
"Amphidinium sp.";"Phytoplankton";;
"Amphidinium sphenoides";"Phytoplankton";;
"Amphiprora alata";"Phytoplankton";;
"Amphiprora paludosa";"Phytoplankton";;
"Amphiprora sp.";"Phytoplankton";;
"Amphora sp.";"Phytoplankton";;
"Amylax triacantha";"Phytoplankton";;
"Anabaena flos-aquae";"Phytoplankton";;
"Anabaena heterospora";"Phytoplankton";;
"Anabaena lemmermannii";"Phytoplankton";;
"Anabaena sp.";"Phytoplankton";;
"Anabaena spiroides";"Phytoplankton";;
"Anabaenopsis elenkinii";"Phytoplankton";;
"Ankistrodesmus sp.";"Phytoplankton";;
"Apedinella radians";"Phytoplankton";;
"Apedinella spinifera";"Phytoplankton";;
"Apedinella spp.";"Phytoplankton";;
"Aphanizomenon flos-aquae";"Phytoplankton";;
"Aphanizomenon gracile";"Phytoplankton";;
"Aphanizomenon sp.";"Phytoplankton";;
"Aphanocapsa sp.";"Phytoplankton";;
"Aphanothece clathrata";"Phytoplankton";;
"Aphanothece sp.";"Phytoplankton";;
"Askenasia spp.";"Phytoplankton";;
"Asterionella formosa";"Phytoplankton";;
"Asterionella glacialis";"Phytoplankton";;
"Asterionella japonica";"Phytoplankton";;
"Asterionella kariana";"Phytoplankton";;
"Attheya decora";"Phytoplankton";;
"Aulacoseira italica";"Phytoplankton";;
"Aulacoseira sp.";"Phytoplankton";;
"Bacillaria paradoxa";"Phytoplankton";;
"Bacillaria paxillifera";"Phytoplankton";;
"Bacillaria sp.";"Phytoplankton";;
"Bacillariales";"Phytoplankton";;
"Bacteriastrum hyalinum";"Phytoplankton";;
"Bacteriastrum sp.";"Phytoplankton";;
"Bacteriosira fragilis";"Phytoplankton";;
"Bakterier <celle>";"Phytoplankton";;
"Balanidae";"Phytoplankton";;
"Balanion spp.";"Phytoplankton";;
"Beggiatoa spp.";"Phytoplankton";;
"Bellerochea malleus";"Phytoplankton";;
"Biddulphia alternans";"Phytoplankton";;
"Biddulphia aurita";"Phytoplankton";;
"Biddulphia sinensis";"Phytoplankton";;
"Biddulphia sp.";"Phytoplankton";;
"Binuclearia submarina";"Phytoplankton";;
"Bodo marina";"Phytoplankton";;
"Bodo sp.";"Phytoplankton";;
"Cachonina hallii";"Phytoplankton";;
"Cachonina niei";"Phytoplankton";;
"Calliacantha natans";"Phytoplankton";;
"Calliacantha sp.";"Phytoplankton";;
"Calothrix pulvinata";"Phytoplankton";;
"Calycomonas sp.";"Phytoplankton";;
"Calycomonas wulffii";"Phytoplankton";;
"Campylodiscus sp.";"Phytoplankton";;
"Cerataulina pelagica";"Phytoplankton";;
"Cerataulina sp.";"Phytoplankton";;
"Ceratium arietinum";"Phytoplankton";;
"Ceratium furca";"Phytoplankton";;
"Ceratium fusus";"Phytoplankton";;
"Ceratium hirundinella";"Phytoplankton";;
"Ceratium horridum";"Phytoplankton";;
"Ceratium horridum";"Phytoplankton";;"Split ODA entry: 'Ceratium horridum/longipes'"
"Ceratium longipes";"Phytoplankton";;"Split ODA entry: 'Ceratium horridum/longipes'"
"Ceratium lineatum";"Phytoplankton";;
"Ceratium longipes";"Phytoplankton";;
"Ceratium macroceros";"Phytoplankton";;
"Ceratium sp.";"Phytoplankton";;
"Ceratium tripos";"Phytoplankton";;
"Ceratium tripos f. truncata";"Phytoplankton";;
"Chaetoceros affinis";"Phytoplankton";;
"Chaetoceros anastomosans";"Phytoplankton";;
"Chaetoceros borealis";"Phytoplankton";;
"Chaetoceros brevis";"Phytoplankton";;
"Chaetoceros calcitrans";"Phytoplankton";;
"Chaetoceros ceratosporus";"Phytoplankton";;
"Chaetoceros circinalis";"Phytoplankton";;
"Chaetoceros compressus";"Phytoplankton";;
"Chaetoceros concavicorne";"Phytoplankton";;
"Chaetoceros constrictus";"Phytoplankton";;
"Chaetoceros convolutus";"Phytoplankton";;
"Chaetoceros coronatus";"Phytoplankton";;
"Chaetoceros costatus";"Phytoplankton";;
"Chaetoceros curvisetus";"Phytoplankton";;
"Chaetoceros curvisetus";"Phytoplankton";;"Split ODA entry: 'Chaetoceros curvisetus/debilis'"
"Chaetoceros debilis";"Phytoplankton";;"Split ODA entry: 'Chaetoceros curvisetus/debilis'"
"Chaetoceros danicus";"Phytoplankton";;
"Chaetoceros debilis";"Phytoplankton";;
"Chaetoceros decipiens";"Phytoplankton";;
"Chaetoceros densus";"Phytoplankton";;
"Chaetoceros diadema";"Phytoplankton";;
"Chaetoceros didymus";"Phytoplankton";;
"Chaetoceros eibenii";"Phytoplankton";;
"Chaetoceros furcellatus";"Phytoplankton";;
"Chaetoceros gracilis";"Phytoplankton";;
"Chaetoceros holsaticus";"Phytoplankton";;
"Chaetoceros impressus";"Phytoplankton";;
"Chaetoceros ingolfianus";"Phytoplankton";;
"Chaetoceros laciniosus";"Phytoplankton";;
"Chaetoceros lauderi";"Phytoplankton";;
"Chaetoceros lauderi";"Phytoplankton";;"Split ODA entry: 'Chaetoceros lauderi/teres'"
"Chaetoceros teres";"Phytoplankton";;"Split ODA entry: 'Chaetoceros lauderi/teres'"
"Chaetoceros lorenzianus";"Phytoplankton";;
"Chaetoceros muelleri";"Phytoplankton";;
"Chaetoceros perpusillus";"Phytoplankton";;
"Chaetoceros peruvianus";"Phytoplankton";;
"Chaetoceros pseudocrinitus";"Phytoplankton";;
"Chaetoceros radians";"Phytoplankton";;
"Chaetoceros radicans";"Phytoplankton";;
"Chaetoceros seiracanthus";"Phytoplankton";;
"Chaetoceros septentrionalis";"Phytoplankton";;
"Chaetoceros similis";"Phytoplankton";;
"Chaetoceros simplex";"Phytoplankton";;
"Chaetoceros socialis";"Phytoplankton";;
"Chaetoceros socialis";"Phytoplankton";;"Split ODA entry: 'Chaetoceros socialis/radians'"
"Chaetoceros radians";"Phytoplankton";;"Split ODA entry: 'Chaetoceros socialis/radians'"
"Chaetoceros sp.";"Phytoplankton";;
"Chaetoceros sp. solitære";"Phytoplankton";;
"Chaetoceros subsecundus";"Phytoplankton";;
"Chaetoceros subtilis";"Phytoplankton";;
"Chaetoceros tenuissimus";"Phytoplankton";;
"Chaetoceros teres";"Phytoplankton";;
"Chaetoceros throndsenii";"Phytoplankton";;
"Chaetoceros tortissimus";"Phytoplankton";;
"Chaetoceros wighamii";"Phytoplankton";;
"Chaetoceros, phaeoceros-group";"Phytoplankton";;
"Chatonella sp.";"Phytoplankton";;
"Chlamydomonas sp.";"Phytoplankton";;
"Chlorella sp.";"Phytoplankton";;
"Chlorella vulgaris";"Phytoplankton";;
"Chlorococcales";"Phytoplankton";;
"Chlorophyceae";"Phytoplankton";;
"Chlorothrix spp.";"Phytoplankton";;
"Choanoflagellida";"Phytoplankton";;
"Chromulina sp.";"Phytoplankton";;
"Chroococcales";"Phytoplankton";;
"Chroococcus sp.";"Phytoplankton";;
"Chroomonas marina";"Phytoplankton";;
"Chroomonas sp.";"Phytoplankton";;
"Chrysamoeba sp.";"Phytoplankton";;
"Chrysochromulina hirta";"Phytoplankton";;
"Chrysochromulina parkeae";"Phytoplankton";;
"Chrysochromulina parva";"Phytoplankton";;
"Chrysochromulina polylepis";"Phytoplankton";;
"Chrysochromulina pringsheimii";"Phytoplankton";;
"Chrysochromulina sp.";"Phytoplankton";;
"Chrysococcus sp.";"Phytoplankton";;
"Chrysophyceae";"Phytoplankton";;
"Ciliater (fra fytoplanktonundersøgelser)";"Phytoplankton";;
"Cladopyxis claytonii";"Phytoplankton";;
"Cladopyxis sp.";"Phytoplankton";;
"Closterium acutum v. variabile";"Phytoplankton";;
"Closterium spp.";"Phytoplankton";;
"Cocconeis sp.";"Phytoplankton";;
"Cochlodinium brandti";"Phytoplankton";;
"Cochlodinium sp.";"Phytoplankton";;
"Coelastrum sp.";"Phytoplankton";;
"Coelomoron pusillum";"Phytoplankton";;
"Coelosphaerium sp.";"Phytoplankton";;
"Corethron criophilum";"Phytoplankton";;
"Corymbellus aureus";"Phytoplankton";;
"Coscinodiscus centralis";"Phytoplankton";;
"Coscinodiscus concinnus";"Phytoplankton";;
"Coscinodiscus granii";"Phytoplankton";;
"Coscinodiscus radiatus";"Phytoplankton";;
"Coscinodiscus sp.";"Phytoplankton";;
"Coscinodiscus wailesii";"Phytoplankton";;
"Craspedophyceae";"Phytoplankton";;
"Cryptomonadales";"Phytoplankton";;
"Cryptomonas sp.";"Phytoplankton";;
"Cryptophyceae";"Phytoplankton";;
"Cyanodictyon spp.";"Phytoplankton";;
"Cyanonephron styloides";"Phytoplankton";;
"Cyclotella sp.";"Phytoplankton";;
"Cyclotella striata";"Phytoplankton";;
"Cylindrotheca closterium";"Phytoplankton";;
"Cymbomonas tetramitiformis";"Phytoplankton";;
"Dactyliosolen mediterraneus";"Phytoplankton";;
"Dactylisolen sp.";"Phytoplankton";;
"Detonula confervacea";"Phytoplankton";;
"Detonula pumila";"Phytoplankton";;
"Diaphanoeca grandis";"Phytoplankton";;
"Diaphanoeca pedicellata";"Phytoplankton";;
"Diaphanoeca sp.";"Phytoplankton";;
"Diaphanoeca sphaerica";"Phytoplankton";;
"Diatoma elongata";"Phytoplankton";;
"Diatoma sp.";"Phytoplankton";;
"Diatoma tenuis";"Phytoplankton";;
"Diatoma vulgaris";"Phytoplankton";;
"Diatomophyceae";"Phytoplankton";;
"Dictyocha fibula";"Phytoplankton";;
"Dictyocha sp.";"Phytoplankton";;
"Dictyocha speculum";"Phytoplankton";;
"Dictyochophyceae";"Phytoplankton";;
"Dictyosphaerium sp.";"Phytoplankton";;
"Didinium spp.";"Phytoplankton";;
"Dinobryon acuminatum";"Phytoplankton";;
"Dinobryon balticum";"Phytoplankton";;
"Dinobryon cysts";"Phytoplankton";;
"Dinobryon faculiferum";"Phytoplankton";;
"Dinobryon petiolatum";"Phytoplankton";;
"Dinobryon sertularia";"Phytoplankton";;
"Dinobryon sp.";"Phytoplankton";;
"Dinophyceae";"Phytoplankton";;
"Dinophyceae, athekate";"Phytoplankton";;
"Dinophyceae, cysts";"Phytoplankton";;
"Dinophyceae, thekate";"Phytoplankton";;
"Dinophysis acuminata";"Phytoplankton";;
"Dinophysis acuta";"Phytoplankton";;
"Dinophysis baltica";"Phytoplankton";;
"Dinophysis dens";"Phytoplankton";;
"Dinophysis hastata";"Phytoplankton";;
"Dinophysis norvegica";"Phytoplankton";;
"Dinophysis ovum";"Phytoplankton";;
"Dinophysis punctata";"Phytoplankton";;
"Dinophysis rotundata";"Phytoplankton";;
"Dinophysis sp.";"Phytoplankton";;
"Diploneis sp.";"Phytoplankton";;
"Diplopelta bomba";"Phytoplankton";;
"Diplopelta sp.";"Phytoplankton";;
"Diplopeltopsis minor";"Phytoplankton";;
"Diplopsalis group";"Phytoplankton";;
"Diplopsalis lenticula";"Phytoplankton";;
"Diplopsalis sp.";"Phytoplankton";;
"Diplopsalis  sp.";"Phytoplankton";;"Split ODA entry: 'Diplopsalis/Zygabikodinium sp.'"
"Zygabikodinium sp.";"Phytoplankton";;"Split ODA entry: 'Diplopsalis/Zygabikodinium sp.'"
"Diplopsalopsis orbicularis";"Phytoplankton";;
"Diplopsalopsis sp.";"Phytoplankton";;
"Dissodinium pseudolunula";"Phytoplankton";;
"Dissodium asymmetricum";"Phytoplankton";;
"Distephanus sp.";"Phytoplankton";;
"Distephanus speculum";"Phytoplankton";;
"Ditylum brightwellii";"Phytoplankton";;
"Diverse (fra fytoplanktonundersøgelser)";"Phytoplankton";;
"Ebria sp.";"Phytoplankton";;
"Ebria tripartita";"Phytoplankton";;
"Elakatothrix sp.";"Phytoplankton";;
"Emiliania huxleyi";"Phytoplankton";;
"Entemoneis alata";"Phytoplankton";;
"Entemoneis sp.";"Phytoplankton";;
"Eucampia sp.";"Phytoplankton";;
"Eucampia zodiacus";"Phytoplankton";;
"Euglena sp.";"Phytoplankton";;
"Euglenales";"Phytoplankton";;
"Eupodiscales";"Phytoplankton";;
"Eutintinnus pectinis";"Phytoplankton";;
"Eutintinnus spp.";"Phytoplankton";;
"Eutreptia sp.";"Phytoplankton";;
"Eutreptia  sp.";"Phytoplankton";;"Split ODA entry: 'Eutreptia/Eutreptiella sp.'"
"Eutreptiella sp.";"Phytoplankton";;"Split ODA entry: 'Eutreptia/Eutreptiella sp.'"
"Eutreptiella braarudii";"Phytoplankton";;
"Eutreptiella gymnastica";"Phytoplankton";;
"Eutreptiella sp.";"Phytoplankton";;
"Favella ehrenbergii";"Phytoplankton";;
"Favella sp.";"Phytoplankton";;
"Flagellate sp.";"Phytoplankton";;
"Flagellate x";"Phytoplankton";;
"Fragilaria capucina";"Phytoplankton";;
"Fragilaria construens";"Phytoplankton";;
"Fragilaria islandica";"Phytoplankton";;
"Fragilaria sp.";"Phytoplankton";;
"Fragilaria ulna";"Phytoplankton";;
"Fragilidium subglobosum";"Phytoplankton";;
"Glenodinium danicum";"Phytoplankton";;
"Glenodinium foliaceum";"Phytoplankton";;
"Gomphonema sp.";"Phytoplankton";;
"Gomphosphaeria lacustris";"Phytoplankton";;
"Gomphosphaeria pusilla";"Phytoplankton";;
"Gomphosphaeria sp.";"Phytoplankton";;
"Gonyaulax catenata";"Phytoplankton";;
"Gonyaulax diacantha";"Phytoplankton";;
"Gonyaulax digitalis";"Phytoplankton";;
"Gonyaulax excavata";"Phytoplankton";;
"Gonyaulax grindleyi";"Phytoplankton";;
"Gonyaulax polyedra";"Phytoplankton";;
"Gonyaulax sp.";"Phytoplankton";;
"Gonyaulax spinifera";"Phytoplankton";;
"Gonyaulax triacantha";"Phytoplankton";;
"Gonyaulax verior";"Phytoplankton";;
"Grammatophora marina";"Phytoplankton";;
"Grammatophora sp.";"Phytoplankton";;
"Guinardia flaccida";"Phytoplankton";;
"Guinardia sp.";"Phytoplankton";;
"Gymnodinium chlorophorum";"Phytoplankton";;
"Gymnodinium lohmannii";"Phytoplankton";;
"Gymnodinium sanguineum";"Phytoplankton";;
"Gymnodinium simplex";"Phytoplankton";;
"Gymnodinium sp.";"Phytoplankton";;
"Gymnodinium splendens";"Phytoplankton";;
"Gymnodinium vestificii";"Phytoplankton";;
"Gymnodinium  sp.";"Phytoplankton";;"Split ODA entry: 'Gymnodinium/Gyrodinium sp.'"
"Gyrodinium sp.";"Phytoplankton";;"Split ODA entry: 'Gymnodinium/Gyrodinium sp.'"
"Gyrodinium aureolum";"Phytoplankton";;
"Gyrodinium britannicum";"Phytoplankton";;
"Gyrodinium calyptroglyphe";"Phytoplankton";;
"Gyrodinium crassum";"Phytoplankton";;
"Gyrodinium dominans";"Phytoplankton";;
"Gyrodinium fusiforme";"Phytoplankton";;
"Gyrodinium galatheanum";"Phytoplankton";;
"Gyrodinium glaucum";"Phytoplankton";;
"Gyrodinium lachryma";"Phytoplankton";;
"Gyrodinium sp.";"Phytoplankton";;
"Gyrodinium spirale";"Phytoplankton";;
"Gyrodinium spirale";"Phytoplankton";;"Split ODA entry: 'Gyrodinium spirale/britannicum'"
"Gyrodinium britannicum";"Phytoplankton";;"Split ODA entry: 'Gyrodinium spirale/britannicum'"
"Gyrosigma acuminatum";"Phytoplankton";;
"Gyrosigma sp.";"Phytoplankton";;
"Gyrosigma sp.";"Phytoplankton";;"Split ODA entry: 'Gyrosigma sp./Pleurosigma sp.'"
"Pleurosigma sp.";"Phytoplankton";;"Split ODA entry: 'Gyrosigma sp./Pleurosigma sp.'"
"Helgolandinium subglobosum";"Phytoplankton";;
"Helicostomella spp.";"Phytoplankton";;
"Helicostomella subulata";"Phytoplankton";;
"Hemiselmis sp.";"Phytoplankton";;
"Hemiselmis virescens";"Phytoplankton";;
"Heterocapsa minima";"Phytoplankton";;
"Heterocapsa sp.";"Phytoplankton";;
"Heterocapsa triquetra";"Phytoplankton";;
"Heterosigma akachivo";"Phytoplankton";;
"Karenia mikimotoi";"Phytoplankton";;
"Katodinium glaucum";"Phytoplankton";;
"Katodinium rotundatum";"Phytoplankton";;
"Katodinium rotundatum";"Phytoplankton";;"Split ODA entry: 'Katodinium rotundatum/Heterocapsa minima'"
"Heterocapsa minima";"Phytoplankton";;"Split ODA entry: 'Katodinium rotundatum/Heterocapsa minima'"
"Katodinium sp.";"Phytoplankton";;
"Kephyrion spirale";"Phytoplankton";;
"Kirchneriella sp.";"Phytoplankton";;
"Koliella sp.";"Phytoplankton";;
"Laboea strobila";"Phytoplankton";;
"Lauderia annulata";"Phytoplankton";;
"Lauderia borealis";"Phytoplankton";;
"Leegaardiella sol";"Phytoplankton";;
"Lemmermaniella spp.";"Phytoplankton";;
"Lemmermanniella pallida";"Phytoplankton";;
"Lennoxia sp.";"Phytoplankton";;
"Leprotintinnus pellucidus";"Phytoplankton";;
"Leptocylindrus danicus";"Phytoplankton";;
"Leptocylindrus mediterraneus";"Phytoplankton";;
"Leptocylindrus minimus";"Phytoplankton";;
"Leptocylindrus sp.";"Phytoplankton";;
"Leucocryptos marina";"Phytoplankton";;
"Leucocryptos remigera";"Phytoplankton";;
"Leucocryptos sp.";"Phytoplankton";;
"Licmophora sp.";"Phytoplankton";;
"Limnothrix redekei";"Phytoplankton";;
"Limnothrix sp.";"Phytoplankton";;
"Lingulodinium polyedra";"Phytoplankton";;
"Lithodesmium undulatum";"Phytoplankton";;
"Lobocystis planctonica";"Phytoplankton";;
"Lohmaniella oviformis";"Phytoplankton";;
"Lohmaniella sp.";"Phytoplankton";;
"Lohmaniella spiralis";"Phytoplankton";;
"Lyngbya sp.";"Phytoplankton";;
"Mallomonas sp.";"Phytoplankton";;
"Mantoniella squamata";"Phytoplankton";;
"Mediopyxis helysia";"Phytoplankton";;
"Melosira arctica";"Phytoplankton";;
"Melosira granulata";"Phytoplankton";;
"Melosira moniliformis";"Phytoplankton";;
"Melosira nummuloides";"Phytoplankton";;
"Melosira sp.";"Phytoplankton";;
"Melosira varians";"Phytoplankton";;
"Meridion circulare";"Phytoplankton";;
"Merismopedia glauca";"Phytoplankton";;
"Merismopedia sp.";"Phytoplankton";;
"Merismopedia tenuissima";"Phytoplankton";;
"Merismopedia warmingiana";"Phytoplankton";;
"Mesodinium pulex";"Phytoplankton";;
"Mesodinium rubrum";"Phytoplankton";;
"Mesodinium sp.";"Phytoplankton";;
"Mesodinium velox";"Phytoplankton";;
"Mesoporos perforatus";"Phytoplankton";;
"Micracanthodinium claytonii";"Phytoplankton";;
"Micracanthodinium sp.";"Phytoplankton";;
"Microcystis reinboldii";"Phytoplankton";;
"Microcystis sp.";"Phytoplankton";;
"Microcystis viridis";"Phytoplankton";;
"Microcystis wesenbergii";"Phytoplankton";;
"Microcystis  sp.";"Phytoplankton";;"Split ODA entry: 'Microcystis/Aphanothece sp.'"
"Aphanothece sp.";"Phytoplankton";;"Split ODA entry: 'Microcystis/Aphanothece sp.'"
"Micromonas pusilla";"Phytoplankton";;
"Micromonas sp.";"Phytoplankton";;
"Minutocellus polymorphus";"Phytoplankton";;
"Minutocellus spp.";"Phytoplankton";;
"Miraltia throndsenii";"Phytoplankton";;
"Monader";"Phytoplankton";;
"Monoraphidium contortum";"Phytoplankton";;
"Monoraphidium spp.";"Phytoplankton";;
"Monoraphidium tortile";"Phytoplankton";;
"Monosiga sp.";"Phytoplankton";;
"Nanoflagellates, unidentified";"Phytoplankton";;
"Nanoplankton, unidentified";"Phytoplankton";;
"Navicula sp.";"Phytoplankton";;
"Navicula transitans";"Phytoplankton";;
"Navicula vanhoeffenii";"Phytoplankton";;
"Nematodinium armatum";"Phytoplankton";;
"Nephroselmis pyriformis";"Phytoplankton";;
"Nephroselmis sp.";"Phytoplankton";;
"Nitzschia acicularis";"Phytoplankton";;
"Nitzschia acicularis";"Phytoplankton";;"Split ODA entry: 'Nitzschia acicularis/closterium'"
"Nitzschia closterium";"Phytoplankton";;"Split ODA entry: 'Nitzschia acicularis/closterium'"
"Nitzschia actinastroides";"Phytoplankton";;
"Nitzschia actydrophila";"Phytoplankton";;
"Nitzschia closterium";"Phytoplankton";;
"Nitzschia closterium";"Phytoplankton";;"Split ODA entry: 'Nitzschia closterium/longissima'"
"Nitzschia longissima";"Phytoplankton";;"Split ODA entry: 'Nitzschia closterium/longissima'"
"Nitzschia cylindrus";"Phytoplankton";;
"Nitzschia delicatissima";"Phytoplankton";;
"Nitzschia delicatissima group";"Phytoplankton";;
"Nitzschia frigida";"Phytoplankton";;
"Nitzschia longissima";"Phytoplankton";;
"Nitzschia pseudodelicatissima";"Phytoplankton";;
